Date List Produced,Record Obsolescence Date,Source,COMPANY NAME,ADDRESS,CITY,STATE,ZIP CODE,MAILING CARRIER ROUTE,MAILING DELIVERY POINT BAR CODE,LOCATION ADDRESS,LOCATION ADDRESS CITY,LOCATION ADDRESS STATE,LOCATION ADDRESS ZIP,LOCATION ADDRESS DELIVERY POINT BAR CODE,LOCATION ADDRESS CARRIER ROUTE,COUNTY,PRIMARY SIC,PRIMARY SIC DESCRIPTION,SECONDARY SIC #1,SECONDARY SIC DESCRIPTION #1,SECONDARY SIC #2,SECONDARY SIC DESCRIPTION #2,METRO AREA,DATA AXLE USA ID,LAST NAME,FIRST NAME,CONTACT TITLE,CONTACT PROF TITLE,CONTACT GENDER
Sep 14 2021,Mar 14 2022,Data Axle,Benjamin Turnwald Dentistry,435 S Roselle Rd,Schaumburg,IL,60193-2975,C051,3,435 S Roselle Rd,Schaumburg,IL,60193-2975,3,C051,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",427154635,Turnwald,Benjamin P,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bennamark Dental,2300 W Touhy Ave,Chicago,IL,60645-3414,C094,7,2300 W Touhy Ave,Chicago,IL,60645-3414,7,C094,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",362349375,Ruz,Benny B,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bennecke Malinowski & Assoc,12130 S Harlem Ave # B,Palos Heights,IL,60463-1459,C021,741,12130 S Harlem Ave # B,Palos Heights,IL,60463-1459,741,C021,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",990108169,Bennecke,Valerie,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Bennett Bruce C DDS,625 W Rollins Rd # E,Round Lake Beach,IL,60073-1278,C009,772,625 W Rollins Rd # E,Round Lake Beach,IL,60073-1278,772,C009,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",419287032,Bennett,Bruce C,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bennett Dental Laboratory Inc,7221 W 103rd St,Palos Hills,IL,60465-2064,C036,214,7221 W 103rd St,Palos Hills,IL,60465-2064,214,C036,Cook,807201,Laboratories-Dental,807201,Laboratories-Dental,,,"Chicago-Npvl, IL",418294674,Bennett,Gerald,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bennett Technologies Inc,17049 Harlem Ave,Tinley Park,IL,60477-2739,C056,492,17049 Harlem Ave,Tinley Park,IL,60477-2739,492,C056,Cook,807201,Laboratories-Dental,807201,Laboratories-Dental,802101,Dentists,"Chicago-Npvl, IL",151765344,Bennett,Paul A,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Scott E Berdelle DDS,990 Grand Canyon Pkwy # 410,Hoffman Estates,IL,60169-1737,C055,109,990 Grand Canyon Pkwy # 410,Hoffman Estates,IL,60169-1737,109,C055,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",150288058,Berdelle,Scott E,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bergmann Orthotic Laboratory,1730 Holder Ln,Northfield,IL,60093-3307,C035,306,1730 Holder Ln,Northfield,IL,60093-3307,306,C035,Cook,802101,Dentists,802101,Dentists,599933,Orthopedic Appliances,"Chicago-Npvl, IL",149955361,Bergmann,John,MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Vikas Beri DMD,2073 E Laraway Rd,New Lenox,IL,60451-9507,R008,733,2073 E Laraway Rd,New Lenox,IL,60451-9507,733,R008,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",752392954,Beri,Vikas,,DMD,Male
Sep 14 2021,Mar 14 2022,Data Axle,Berkeley Dental Care,1752 N Taft Ave,Berkeley,IL,60163-1555,C032,521,1752 N Taft Ave,Berkeley,IL,60163-1555,521,C032,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",968084822,Ghoneim,Omar L,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bernard Sullivan DDS,12201 S Harlem Ave # A,Palos Heights,IL,60463-3545,C021,13,12201 S Harlem Ave # A,Palos Heights,IL,60463-3545,13,C021,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",404311710,Sullivan,Monica,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Bernard W Murray DDS LTD,15300 West Ave # 211,Orland Park,IL,60462-4686,C013,611,15300 West Ave # 211,Orland Park,IL,60462-4686,611,C013,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",748699380,Murray,Bernard W,PRESIDENT,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Donald Jay Berquist Jr DMD,3009 E 92nd St,Chicago,IL,60617-4502,C001,90,3009 E 92nd St,Chicago,IL,60617-4502,90,C001,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",752738800,Berquist Jr,Donald Jay,,DMD,Male
Sep 14 2021,Mar 14 2022,Data Axle,Berquist R A DDS,19710 Governors Hwy # 4,Flossmoor,IL,60422-2081,R002,41,19710 Governors Hwy # 4,Flossmoor,IL,60422-2081,41,R002,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",458553344,Berquist,R A,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Andrew E Bertagna DMD,801 S Paulina St,Chicago,IL,60612-7210,C099,997,801 S Paulina St,Chicago,IL,60612-7210,997,C099,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",743876421,Bertagna,Andrew E,,DMD,Male
Sep 14 2021,Mar 14 2022,Data Axle,Berwyn Dental Ctr,6718 Cermak Rd,Berwyn,IL,60402-2215,C007,189,6718 Cermak Rd,Berwyn,IL,60402-2215,189,C007,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",459729877,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Berwyn Family-Pediatric Dntst,6642 Cermak Rd,Berwyn,IL,60402-2335,C007,997,6642 Cermak Rd,Berwyn,IL,60402-2335,997,C007,Cook,802101,Dentists,802101,Dentists,804914,Dental Hygienists,"Chicago-Npvl, IL",748232516,Romanek,Claudia,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Berwyn Oral Surgery,3302 Grove Ave,Berwyn,IL,60402-3421,C026,26,3302 Grove Ave,Berwyn,IL,60402-3421,26,C026,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",415491370,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Best Dentist Wheaton Il,200 E Willow Ave #304,Wheaton,IL,60187-5447,C008,79,200 E Willow Ave #304,Wheaton,IL,60187-5447,79,C008,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",723532137,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Best Dentists Around,13033 S LA Grange Rd,Palos Park,IL,60464-1718,R005,337,13033 S LA Grange Rd,Palos Park,IL,60464-1718,337,R005,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",721186504,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Best Endodontics Of Evanston,500 Davis St #814,Evanston,IL,60201-4623,C015,14,500 Davis St #814,Evanston,IL,60201-4623,14,C015,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",150313195,Bentkover,Diana P,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Best Endodontics Of Glenview,1775 Glenview Rd # 208,Glenview,IL,60025-2900,C003,583,1775 Glenview Rd # 208,Glenview,IL,60025-2900,583,C003,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",149706137,Rogers,Kathy,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Best Endodontics-Mt Prospect,411 W Walnut St #101,Mt Prospect,IL,60056-2472,C106,11,411 W Walnut St #101,Mt Prospect,IL,60056-2472,11,C106,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",149794620,Dani,Michael F,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Best Image Dental,625 Plainfield Rd,Joliet,IL,60435-6135,C065,250,625 Plainfield Rd,Joliet,IL,60435-6135,250,C065,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",240556647,Cavitt,Mary,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Beverly Hadley DDS PC,16282 Prince Dr,South Holland,IL,60473-3233,C006,829,16282 Prince Dr,South Holland,IL,60473-3233,829,C006,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",748684608,Hadley,Beverly,BOARD MEMBER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Beverly Hills Dental Ctr,11751 S Artesian Ave,Chicago,IL,60655-1515,C023,510,11751 S Artesian Ave,Chicago,IL,60655-1515,510,C023,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",975678582,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Beverly Shores Smile Ctr,10142 S Western Ave,Chicago,IL,60643-1928,C001,425,10142 S Western Ave,Chicago,IL,60643-1928,425,C001,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",610914269,Kowalski,Kristine,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Beyer Dental LTD,200 Milwaukee Ave # 200,Buffalo Grove,IL,60089-2813,C061,508,200 Milwaukee Ave # 200,Buffalo Grove,IL,60089-2813,508,C061,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",415101440,Beyer,Gary,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Namrata Bhansali DDS,1015 W Lawrence Ave,Chicago,IL,60640-5017,C038,155,1015 W Lawrence Ave,Chicago,IL,60640-5017,155,C038,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",725774224,Bhansali,Namrata,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Chayanika Bhattacharjya DDS,350 N Clark St # 600,Chicago,IL,60654-4782,C008,503,350 N Clark St # 600,Chicago,IL,60654-4782,503,C008,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",743698678,Bhattacharjya,Chayanika,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Biasiello Fred P DDS,1900 Hollister Dr # 150,Libertyville,IL,60048-5253,C023,250,1900 Hollister Dr # 150,Libertyville,IL,60048-5253,250,C023,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",434793100,Biasiello,Fred P,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Michael J Biasiello DDS,503 W Talcott Rd,Park Ridge,IL,60068-5338,C014,38,503 W Talcott Rd,Park Ridge,IL,60068-5338,38,C014,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",499167641,Biasiello,Michael J,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bicknell Family Dental Care,1881 S Randall Rd #D,Geneva,IL,60134-2532,C014,76,1881 S Randall Rd #D,Geneva,IL,60134-2532,76,C014,Kane,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",632639258,Bicknell,Brian K,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Thomas W Bieber DDS,7544 W North Ave # 5,Elmwood Park,IL,60707-2790,C026,57,7544 W North Ave # 5,Elmwood Park,IL,60707-2790,57,C026,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",567285168,Bieber,Thomas W,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Biel Orthodontics,1725 South St # C,Geneva,IL,60134-2584,C018,755,1725 South St # C,Geneva,IL,60134-2584,755,C018,Kane,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",263219198,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Bielinski & Bono,8747 N Oketo Ave,Niles,IL,60714-2068,C014,475,8747 N Oketo Ave,Niles,IL,60714-2068,475,C014,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",718989201,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Big City Dental,3712 N Southport Ave # 1,Chicago,IL,60613-6889,C035,12,3712 N Southport Ave # 1,Chicago,IL,60613-6889,12,C035,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",465398840,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Big City Techs,6348 N Milwaukee Ave #379,Chicago,IL,60646-3728,C026,48,6348 N Milwaukee Ave #379,Chicago,IL,60646-3728,48,C026,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",713171034,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Big Smile Dental,2833 N Milwaukee Ave,Chicago,IL,60618-7403,C053,339,2833 N Milwaukee Ave,Chicago,IL,60618-7403,339,C053,Cook,802104,Cosmetic Dentistry,802104,Cosmetic Dentistry,802101,Dentists,"Chicago-Npvl, IL",820547297,Siegel,Theodore M,PRESIDENT,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Victoria R Bigg DDS,2550 Compass Rd # L,Glenview,IL,60026-1610,C061,846,2550 Compass Rd # L,Glenview,IL,60026-1610,846,C061,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",474193836,Bigg,Victoria R,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Stephen R Binder DDS,3900 W Fullerton Ave,Chicago,IL,60647-2228,C062,3,3900 W Fullerton Ave,Chicago,IL,60647-2228,3,C062,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",151636982,Binder,Stephen R,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bio-Tech Prosthetics,1112 E Central Rd # 3,Arlington Hts,IL,60005-3288,C013,35,1112 E Central Rd # 3,Arlington Hts,IL,60005-3288,35,C013,Cook,807201,Laboratories-Dental,807201,Laboratories-Dental,,,"Chicago-Npvl, IL",149596017,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,David R Bisterfeldt DDS,25 E Washington St # 2041,Chicago,IL,60602-1763,C026,162,25 E Washington St # 2041,Chicago,IL,60602-1763,162,C026,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",729299940,Bisterfeldt,David R,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bite Bright LTD,6313 W Belmont Ave,Chicago,IL,60634-4025,C018,136,6313 W Belmont Ave,Chicago,IL,60634-4025,136,C018,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",402473717,Klapinska,Barbara,PRESIDENT,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Bite Size Pediatric Dentistry,39 E Colorado Ave,Frankfort,IL,60423-1385,C006,396,39 E Colorado Ave,Frankfort,IL,60423-1385,396,C006,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",717173745,Maniakouras,Denise,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,BK Dental,636 Church St #304,Evanston,IL,60201-4579,C021,79,636 Church St #304,Evanston,IL,60201-4579,79,C021,Cook,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",741803073,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Bk Dental,140 E Commercial St,Wood Dale,IL,60191-1582,C008,999,140 E Commercial St,Wood Dale,IL,60191-1582,999,C008,Du Page,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",415935027,Kaltchev,Borislav D,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bk Dental-Evanston LLC,636 Church St # 304,Evanston,IL,60201-4579,C021,790,636 Church St # 304,Evanston,IL,60201-4579,790,C021,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",744837244,Kaltchev,Borislav D,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Ginny Blameuser DDS,3525 W Peterson Ave # 517,Chicago,IL,60659-3317,C028,424,3525 W Peterson Ave # 517,Chicago,IL,60659-3317,424,C028,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",718989182,Blameuser,Ginny,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Blank Hilliard I & Assoc,2859 N Halsted St #1,Chicago,IL,60657-7011,C012,1,2859 N Halsted St #1,Chicago,IL,60657-7011,1,C012,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",718987635,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,William J Bleecker DDS,552 S Washington St # 105,Naperville,IL,60540-6669,C040,305,552 S Washington St # 105,Naperville,IL,60540-6669,305,C040,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",150754992,Bleecker,William J,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bliss Family Dentistry,26w285 Geneva Rd,Wheaton,IL,60187-2239,R007,859,26w285 Geneva Rd,Wheaton,IL,60187-2239,859,R007,Du Page,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",719274901,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Block Nancy O DDS,100 E Walton St #400e,Chicago,IL,60611-4906,C026,5,100 E Walton St #400e,Chicago,IL,60611-4906,5,C026,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",448889568,Block,Nancy O,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Blocki & Bashford Dental LLC,200 E Evergreen Ave #129,Mt Prospect,IL,60056-3294,C071,29,200 E Evergreen Ave #129,Mt Prospect,IL,60056-3294,29,C071,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",748048268,Blocki,William G,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,William G Blocki DDS,200 E Evergreen Ave,Mt Prospect,IL,60056-3240,C071,996,200 E Evergreen Ave,Mt Prospect,IL,60056-3240,996,C071,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",753039994,Blocki,William G,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bloom Dental,9865 W Roosevelt Rd # 101,Westchester,IL,60154-2768,C031,263,9865 W Roosevelt Rd # 101,Westchester,IL,60154-2768,263,C031,Cook,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",727958866,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Blooming Smiles Dental Studio,156 E Lake St # A,Bloomingdale,IL,60108-1159,C024,739,156 E Lake St # A,Bloomingdale,IL,60108-1159,739,C024,Du Page,807201,Laboratories-Dental,807201,Laboratories-Dental,,,"Chicago-Npvl, IL",428104287,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Bloomingdale Dental,290 Springfield Dr,Bloomingdale,IL,60108-2214,C013,25,290 Springfield Dr,Bloomingdale,IL,60108-2214,25,C013,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",713227367,Groh,Lawrence P,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bloomingdale Dental Ctr,183 S Bloomingdale Rd # 102,Bloomingdale,IL,60108-1454,C012,272,183 S Bloomingdale Rd # 102,Bloomingdale,IL,60108-1454,272,C012,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",757911238,Fatland,Kevin,MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Blue Island Dental Assoc,13122 Western Ave,Blue Island,IL,60406-2409,C007,225,13122 Western Ave,Blue Island,IL,60406-2409,225,C007,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",150374072,Rodriguez,Karina,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Blue Island Medical Ctr,13000 Maple Ave,Blue Island,IL,60406-2318,C001,0,13000 Maple Ave,Blue Island,IL,60406-2318,0,C001,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",720228471,Krupa,Grzegorz,,DMD,Male
Sep 14 2021,Mar 14 2022,Data Axle,Blue Island Smiles Family,12059 Western Ave,Blue Island,IL,60406-1162,C006,996,12059 Western Ave,Blue Island,IL,60406-1162,996,C006,Cook,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",858958572,Nagaraj,Abhishek,OWNER,,
Sep 14 2021,Mar 14 2022,Data Axle,Blumberg Family Dental Care,229 W Grand Ave # W,Bensenville,IL,60106-3365,C015,956,229 W Grand Ave # W,Bensenville,IL,60106-3365,956,C015,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",859828469,Blumberg,Cary,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,BMC Family Dentistry,2421 183rd St,Homewood,IL,60430-3120,C004,218,2421 183rd St,Homewood,IL,60430-3120,218,C004,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",722339657,Alshuqairi,Mary,OTHER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Bob & Peg's Dental,2241 W Schaumburg Rd,Schaumburg,IL,60194-3891,C041,414,2241 W Schaumburg Rd,Schaumburg,IL,60194-3891,414,C041,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",896740289,Slovick,Robert A,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bobbe Steven A DDS,1509 W North Ave,Melrose Park,IL,60160-1316,C026,97,1509 W North Ave,Melrose Park,IL,60160-1316,97,C026,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",858853013,Bobbe,Steven A,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Boca Dental Clinic Chicago LTD,2208 N Mannheim Rd,Melrose Park,IL,60164-1837,C049,86,2208 N Mannheim Rd,Melrose Park,IL,60164-1837,86,C049,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",752738950,Rodriguez,Ashley M,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Carolina A Boege DMD,3514 N Lincoln Ave,Chicago,IL,60657-1104,C011,145,3514 N Lincoln Ave,Chicago,IL,60657-1104,145,C011,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",721136118,Boege,Carolina A,,DMD,Female
Sep 14 2021,Mar 14 2022,Data Axle,Boehm Dental Care LTD,1440 Maple Ave # 2a,Lisle,IL,60532-1537,C018,404,1440 Maple Ave # 2a,Lisle,IL,60532-1537,404,C018,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",401695625,Kellogg,Tammie,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Andrew L Bogdanowicz DDS,7048 W Higgins Ave,Chicago,IL,60656-1977,C027,481,7048 W Higgins Ave,Chicago,IL,60656-1977,481,C027,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",151236007,Bogdanowicz,Andrew L,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Alan A Boghosian DDS,676 N Saint Clair St # 1773,Chicago,IL,60611-2974,C006,482,676 N Saint Clair St # 1773,Chicago,IL,60611-2974,482,C006,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",151098639,Boghosian,Alan A,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bogin Harvey M DDS-Winfield,0s160 Church St,Winfield,IL,60190-1292,C002,604,0s160 Church St,Winfield,IL,60190-1292,604,C002,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",150271278,Bogin,Harvey M,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bogs,5601 W Monee Manhattan Rd #117,Monee,IL,60449-8866,R006,423,5601 W Monee Manhattan Rd #117,Monee,IL,60449-8866,423,R006,Will,802101,Dentists,802101,Dentists,801101,Physicians & Surgeons,"Chicago-Npvl, IL",709000393,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Bohl Dental Ctr,469 W Liberty St #C,Wauconda,IL,60084-3401,C001,75,469 W Liberty St #C,Wauconda,IL,60084-3401,75,C001,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",859279762,Zaccone,Holly,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Bohl Dental Office,740 S Eastwood Dr,Woodstock,IL,60098-4635,C008,405,740 S Eastwood Dr,Woodstock,IL,60098-4635,405,C008,Mc Henry,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",482056165,Ortiz,Patty,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Bohm David J DDS,435 W Prospect Ave,Mt Prospect,IL,60056-3031,C106,358,435 W Prospect Ave,Mt Prospect,IL,60056-3031,358,C106,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",896687704,Bohm,David J,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Boland Orthodontics,455 N York St,Elmhurst,IL,60126-2003,C043,550,455 N York St,Elmhurst,IL,60126-2003,550,C043,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",434144651,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Bolingbrook Dental Care,136 S Bolingbrook Dr,Bolingbrook,IL,60440-2852,R007,360,136 S Bolingbrook Dr,Bolingbrook,IL,60440-2852,360,R007,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",652334269,Seeth,Rani,PRESIDENT,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Bolingbrook Family Dental,595 N Pinecrest Rd # D1,Bolingbrook,IL,60440-2176,C026,415,595 N Pinecrest Rd # D1,Bolingbrook,IL,60440-2176,415,C026,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",708997370,Chokshi,Priti C,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Irina Bolotnikov DDS,4211 N Cicero Ave,Chicago,IL,60641-1651,C041,992,4211 N Cicero Ave,Chicago,IL,60641-1651,992,C041,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",425080386,Bolotnikov,Irina,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Charles T Bond Ii DDS,1442 W Belmont Ave,Chicago,IL,60657-9422,C072,991,1442 W Belmont Ave,Chicago,IL,60657-9422,991,C072,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",751363336,Bond Ii,Charles T,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bondds Dental Studio,202 Kirk Rd,St Charles,IL,60174-2429,R033,23,202 Kirk Rd,St Charles,IL,60174-2429,23,R033,Kane,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",404072915,Hyvel,Irena M,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Boone Creek Dentistry,605 E Algonquin Rd # 300,Arlington Hts,IL,60005-4349,C063,757,5404 W Elm St # F,Mchenry,IL,60050-4007,783,C008,Mc Henry,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",995742707,Brunetti,Robert G,CEO,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Booth Orthodontics,12635 W 143rd St,Homer Glen,IL,60491-8381,R019,352,12635 W 143rd St,Homer Glen,IL,60491-8381,352,R019,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",928024850,Booth,Barry,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Bordignon Dental Assoc,1730 Dewes St # 1,Glenview,IL,60025-4316,C003,12,1730 Dewes St # 1,Glenview,IL,60025-4316,12,C003,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",709002058,Bordignon,Thomas V,OPERATIONS,,Male
